LOCATION_LONGITUDE,LOCATION_LATITUDE,INCIDENT_UNIQUE_IDENTIFIER,INCIDENT_DATE,INCIDENT_TIME,SUBJECT_INJURY,TYPE_OF_FORCE_USED,WEAPON_OR_TOOL_USED,SUBJECT_RACE,SUBJECT_GENDER,SUBJECT_AGE,REASON_FOR_FORCE,LOCATION_DISTRICT
-93.2880016,45.01012458,16,2008-01-01,21:49:34.000Z,0,TaserDeployed,Firing Darts,Black,Male,43,Fled in Vehicle,4
-93.2880016,45.01012458,17,2008-01-01,21:49:34.000Z,0,BodilyForceType,Punches,Black,Male,43,Fled in Vehicle,4
0,0,3241,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3242,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3243,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3244,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3245,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3246,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3247,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3248,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3249,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3250,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3251,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3252,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3253,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3254,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3255,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3256,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3257,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3258,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3259,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3260,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3261,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3262,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3263,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3264,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3265,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3266,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3267,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3268,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3269,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3270,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3271,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3272,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3273,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3274,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3275,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3276,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3277,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3278,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3279,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3280,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3281,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3282,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3283,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3284,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3285,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3286,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3287,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3288,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3289,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3290,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3291,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3292,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3293,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3294,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3295,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3296,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3297,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3298,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3299,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3300,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3301,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3302,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3303,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3304,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3305,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3306,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3307,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3308,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3309,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3310,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3311,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3312,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3313,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3314,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3315,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3316,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3317,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3318,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3319,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3320,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3321,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3322,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3323,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3324,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3325,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3326,2008-01-01,00:00:00.000Z,,,0,,,,,
0,0,3327,2008-01-01,00:00:00.000Z,,,0,,,,,
-93.29811084,45.01587829,18,2008-01-02,02:20:27.000Z,,BodilyForceType,Push Away,Black,Female,19,Tensed,4
-93.27719767,44.95919398,19,2008-01-02,21:02:35.000Z,,BodilyForceType,Body Weight to Pin,White,Male,46,Commission of Crime,5
-93.28052287,44.94834712,20,2008-01-02,22:56:24.000Z,-1,TaserDeployed,Firing Darts,Black,Male,39,Commission of Crime,5
-93.27195951,44.98083264,21,2008-01-03,03:05:10.000Z,,BodilyForceType,Body Weight to Pin,Black,Female,36,Commission of Crime,1
-93.29103964,44.98882984,22,2008-01-03,03:20:24.000Z,0,BodilyForceType,Push Away,Asian,Male,14,Fled on Foot,4
-93.29103964,44.98882984,23,2008-01-03,03:20:24.000Z,0,BodilyForceType,Body Weight to Pin,Asian,Male,14,Fled on Foot,4
-93.29103964,44.98882984,24,2008-01-03,03:20:24.000Z,0,BodilyForceType,Punches,Asian,Male,14,Fled on Foot,4
-93.29103964,44.98882984,25,2008-01-03,03:20:24.000Z,0,BodilyForceType,Knees,Asian,Male,14,Fled on Foot,4
-93.29103964,44.98882984,26,2008-01-03,03:20:24.000Z,0,BodilyForceType,Knees,Other / Mixed Race,Male,15,Fled on Foot,4
-93.29103964,44.98882984,27,2008-01-03,03:20:24.000Z,0,BodilyForceType,Knees,Other / Mixed Race,Male,15,Fled on Foot,4
-93.29103964,44.98882984,28,2008-01-03,03:20:24.000Z,0,BodilyForceType,Joint Lock,Asian,Male,16,Fled on Foot,4
-93.29103964,44.98882984,29,2008-01-03,03:20:24.000Z,0,BodilyForceType,Punches,Asian,Male,16,Fled on Foot,4
-93.29103964,44.98882984,30,2008-01-03,03:20:24.000Z,0,BodilyForceType,Knees,Asian,Male,16,Fled on Foot,4
-93.29103964,44.98882984,31,2008-01-03,03:20:24.000Z,0,BodilyForceType,Kicks,Asian,Male,16,Fled on Foot,4
-93.28872808,45.02936492,32,2008-01-03,23:08:24.000Z,,ChemIrritant,Personal Mace,Black,Male,22,Tensed,4
-93.29690486,44.92590912,33,2008-01-04,10:40:37.000Z,0,BodilyForceType,Joint Lock,White,Male,31,Unspecified,5
-93.29690486,44.92590912,34,2008-01-04,10:40:37.000Z,0,BodilyForceType,Body Weight to Pin,White,Male,31,Unspecified,5
-93.29690486,44.92590912,35,2008-01-04,10:40:37.000Z,0,BodilyForceType,Punches,White,Male,31,Unspecified,5
-93.29690486,44.92590912,36,2008-01-04,10:40:37.000Z,0,BodilyForceType,Body Weight to Pin,White,Male,31,Unspecified,5
-93.29690486,44.92590912,37,2008-01-04,10:40:37.000Z,0,BodilyForceType,Punches,White,Male,31,Unspecified,5
-93.22510634,44.8981154,38,2008-01-04,13:30:33.000Z,-1,TaserDeployed,Touch,Black,Male,18,Fled in Vehicle,3
-93.22510634,44.8981154,39,2008-01-04,13:30:33.000Z,-1,BodilyForceType,Punches,Black,Male,18,Fled in Vehicle,3
-93.22510634,44.8981154,40,2008-01-04,13:30:33.000Z,-1,BodilyForceType,Kicks,Black,Male,18,Fled in Vehicle,3
-93.22510634,44.8981154,41,2008-01-04,13:30:33.000Z,-1,BodilyForceType,Kicks,Black,Male,18,Fled in Vehicle,3
-93.28741795,44.95373919,42,2008-01-04,19:44:59.000Z,0,TaserDeployed,Firing Darts,White,Male,44,Tensed,5
-93.26703279,44.96089957,43,2008-01-04,23:00:52.000Z,0,TaserDeployed,Firing Darts,Black,Male,41,Fled in Vehicle,3
-93.28019967,44.99967696,44,2008-01-04,23:22:33.000Z,,BodilyForceType,Push Away,Black,Male,27,Fled on Foot,4
-93.27310907,44.97918668,45,2008-01-05,00:11:37.000Z,-1,BodilyForceType,Joint Lock,Black,Male,23,Tensed,1
-93.28798983,45.00313551,46,2008-01-05,01:26:11.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,14,Fled in Vehicle,4
-93.29335076,44.99915292,47,2008-01-05,17:08:18.000Z,0,BodilyForceType,Punches,Black,Male,23,Fled in Vehicle,4
-93.29335076,44.99915292,48,2008-01-05,17:08:18.000Z,0,BodilyForceType,Knees,Black,Male,23,Fled in Vehicle,4
-93.29335076,44.99915292,49,2008-01-05,17:08:18.000Z,0,BodilyForceType,Punches,Black,Male,23,Fled in Vehicle,4
-93.29335076,44.99915292,50,2008-01-05,17:08:18.000Z,0,BodilyForceType,Kicks,Black,Male,23,Fled in Vehicle,4
-93.29335076,44.99915292,51,2008-01-05,17:08:18.000Z,0,BodilyForceType,Kicks,Black,Male,23,Fled in Vehicle,4
-93.29335076,44.99915292,52,2008-01-05,17:08:18.000Z,0,TaserDeployed,Firing Darts,Black,Male,23,Fled in Vehicle,4
-93.29335076,44.99915292,53,2008-01-05,17:08:18.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,23,Fled in Vehicle,4
-93.27881908,44.9784072,54,2008-01-05,22:08:42.000Z,,BodilyForceType,Body Weight to Pin,White,Male,49,Unspecified,1
-93.29118278,45.01852572,55,2008-01-05,22:57:23.000Z,-1,BodilyForceType,Punches,Black,Male,29,Fled on Foot,4
-93.27319195,44.9746796,56,2008-01-06,14:17:19.000Z,0,TaserDeployed,Both,Other / Mixed Race,Male,49,Verbal Non-Compliance,1
-93.26958248,44.96268798,57,2008-01-07,14:31:58.000Z,0,ChemIrritant,Personal Mace,Black,Male,34,Verbal Non-Compliance,3
-93.26958248,44.96268798,58,2008-01-07,14:31:58.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,34,Verbal Non-Compliance,3
-93.26958248,44.96268798,59,2008-01-07,14:31:58.000Z,0,BodilyForceType,Knees,Black,Male,34,Verbal Non-Compliance,3
-93.26958248,44.96268798,60,2008-01-07,14:31:58.000Z,0,BodilyForceType,Punches,Black,Male,34,Verbal Non-Compliance,3
-93.26958248,44.96268798,61,2008-01-07,14:31:58.000Z,0,BodilyForceType,Knees,Black,Male,34,Verbal Non-Compliance,3
-93.26510399,44.96671969,62,2008-01-07,14:57:04.000Z,0,TaserDeployed,Firing Darts,Black,Male,42,Tensed,1
-93.27508918,44.9734791,63,2008-01-07,15:26:39.000Z,,BodilyForceType,Joint Lock,Black,Male,50,Tensed,1
-93.27893935,44.97924038,64,2008-01-07,22:07:54.000Z,0,BodilyForceType,Joint Lock,Black,Male,48,Commission of Crime,1
-93.27893935,44.97924038,65,2008-01-07,22:07:54.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,48,Commission of Crime,1
-93.27893935,44.97924038,66,2008-01-07,22:07:54.000Z,0,BodilyForceType,Slaps,Black,Male,48,Commission of Crime,1
-93.27893935,44.97924038,67,2008-01-07,22:07:54.000Z,0,BodilyForceType,Joint Lock,Black,Male,48,Commission of Crime,1
-93.27893935,44.97924038,68,2008-01-07,22:07:54.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,48,Commission of Crime,1
-93.28156575,44.99580871,69,2008-01-08,02:07:17.000Z,0,BodilyForceType,Punches,Black,Male,29,Tensed,4
-93.28156575,44.99580871,70,2008-01-08,02:07:17.000Z,0,BodilyForceType,Knees,Black,Male,29,Tensed,4
-93.29925595,44.98055666,71,2008-01-08,14:20:21.000Z,,BodilyForceType,Joint Lock,Black,Male,13,Tensed,4
-93.29925595,44.98055666,72,2008-01-08,14:20:21.000Z,,BodilyForceType,Push Away,Black,Male,13,Tensed,4
-93.27477304,44.98282654,73,2008-01-10,02:28:09.000Z,0,BodilyForceType,LVNR3,Black,Male,36,Commission of Crime,1
-93.23338947,44.93502021,74,2008-01-10,16:58:39.000Z,,BodilyForceType,Push Away,Black,Male,26,Tensed,3
-93.25246579,45.00720675,75,2008-01-10,21:14:43.000Z,-1,BodilyForceType,Body Weight to Pin,White,Male,44,Fled in Vehicle,2
-93.25246579,45.00720675,76,2008-01-10,21:14:43.000Z,-1,BodilyForceType,Punches,White,Male,44,Fled in Vehicle,2
-93.25246579,45.00720675,77,2008-01-10,21:14:43.000Z,-1,BodilyForceType,Punches,White,Male,44,Fled in Vehicle,2
-93.26578181,44.94318485,78,2008-01-10,22:21:53.000Z,-1,BodilyForceType,Punches,White,Male,22,Fled in Vehicle,3
-93.26578181,44.94318485,79,2008-01-10,22:21:53.000Z,-1,TaserDeployed,Firing Darts,White,Male,22,Fled in Vehicle,3
-93.26578181,44.94318485,80,2008-01-10,22:21:53.000Z,-1,BodilyForceType,Slaps,White,Male,22,Fled in Vehicle,3
-93.26578181,44.94318485,81,2008-01-10,22:21:53.000Z,-1,ImprovisedWeaponType,Flashlight,White,Male,22,Fled in Vehicle,3
-93.26578181,44.94318485,82,2008-01-10,22:21:53.000Z,-1,BodilyForceType,Punches,White,Male,22,Fled in Vehicle,3
-93.26578181,44.94318485,83,2008-01-10,22:21:53.000Z,-1,BodilyForceType,Body Weight to Pin,White,Male,22,Fled in Vehicle,3
-93.27314066,44.98080828,84,2008-01-12,00:50:48.000Z,,BodilyForceType,Body Weight to Pin,White,Male,22,Commission of Crime,1
-93.24932366,44.94836921,85,2008-01-12,18:06:02.000Z,0,BodilyForceType,Push Away,Black,Male,29,Tensed,3
-93.23619458,44.96006381,86,2008-01-12,20:02:39.000Z,-1,K9Lead,On Lead,Black,Male,41,Fled on Foot,3
-93.29495836,45.01132613,87,2008-01-12,22:26:04.000Z,0,BodilyForceType,Slaps,Black,Male,43,Verbal Non-Compliance,4
-93.29495836,45.01132613,88,2008-01-12,22:26:04.000Z,0,BodilyForceType,Knees,Black,Male,43,Verbal Non-Compliance,4
-93.30701302,44.98699004,89,2008-01-12,23:41:11.000Z,-1,BodilyForceType,Body Weight to Pin,Unknown,Male,16,Tensed,4
-93.30701302,44.98699004,90,2008-01-12,23:41:11.000Z,-1,BodilyForceType,Punches,Unknown,Male,16,Tensed,4
-93.288877,44.96587443,91,2008-01-13,02:21:55.000Z,0,BodilyForceType,Slaps,White,Male,18,Tensed,5
-93.25109234,44.96181292,92,2008-01-13,03:21:52.000Z,0,TaserDeployed,Firing Darts,Black,Male,30,Fled in Vehicle,3
-93.25109234,44.96181292,93,2008-01-13,03:21:52.000Z,0,BodilyForceType,Kicks,Black,Male,30,Fled in Vehicle,3
-93.25691935,44.9519463,94,2008-01-13,07:00:28.000Z,0,TaserDeployed,Firing Darts,Native American,Male,18,Fled on Foot,3
-93.20418268,44.9064315,95,2008-01-13,23:29:57.000Z,-1,TaserDeployed,Both,White,Male,36,Tensed,3
-93.2773219,44.97915333,96,2008-01-14,01:46:49.000Z,,BodilyForceType,Body Weight to Pin,Black,Male,28,Fled in Vehicle,1
0,0,97,2008-01-15,02:54:45.000Z,,BodilyForceType,Push Away,Black,Male,29,Verbal Non-Compliance,0
-93.31020845,45.02227663,98,2008-01-15,03:44:38.000Z,0,TaserDeployed,Firing Darts,White,Male,29,Verbal Non-Compliance,4
-93.23218377,44.96529573,99,2008-01-15,13:06:51.000Z,0,TaserDeployed,Firing Darts,Native American,Male,24,Verbal Non-Compliance,1
-93.30569753,45.01051886,100,2008-01-15,18:56:27.000Z,0,BodilyForceType,Knees,Black,Male,24,Fled on Foot,4
-93.30631192,44.97977742,101,2008-01-16,20:03:10.000Z,0,BodilyForceType,Kicks,White,Male,25,Verbal Non-Compliance,4
-93.30631192,44.97977742,102,2008-01-16,20:03:10.000Z,0,ChemIrritant,Personal Mace,White,Male,25,Verbal Non-Compliance,4
-93.28865867,44.95912439,103,2008-01-16,23:47:30.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,44,Verbal Non-Compliance,5
-93.28865867,44.95912439,104,2008-01-16,23:47:30.000Z,0,BodilyForceType,Punches,Black,Male,44,Verbal Non-Compliance,5
-93.28865867,44.95912439,105,2008-01-16,23:47:30.000Z,0,BodilyForceType,Knees,Black,Male,44,Verbal Non-Compliance,5
-93.2505519,44.95374591,106,2008-01-17,01:16:35.000Z,,ChemIrritant,Personal Mace,Black,Female,46,Verbal Non-Compliance,3
-93.28338344,45.00424423,107,2008-01-17,12:09:39.000Z,0,TaserDeployed,Firing Darts,Black,Male,38,Assaulted Officer,4
-93.28338344,45.00424423,108,2008-01-17,12:09:39.000Z,0,BodilyForceType,Punches,Black,Male,38,Assaulted Officer,4
-93.26765708,44.96848547,109,2008-01-17,20:36:32.000Z,-1,TaserDeployed,Both,Black,Male,46,Fled on Foot,1
-93.27410932,44.94548234,110,2008-01-18,00:14:09.000Z,-1,BodilyForceType,Kicks,Black,Male,19,Unspecified,3
-93.27410932,44.94548234,111,2008-01-18,00:14:09.000Z,-1,ImprovisedWeaponType,Flashlight,Black,Male,19,Unspecified,3
-93.27249909,44.97962594,112,2008-01-18,02:16:44.000Z,,ChemIrritant,Personal Mace,White,Male,22,Unspecified,1
-93.31158759,44.98610474,113,2008-01-18,13:57:07.000Z,,ChemIrritant,Personal Mace,Black,Female,20,Assaulted Officer,4
-93.26910895,44.97622405,114,2008-01-18,15:45:01.000Z,,BodilyForceType,Joint Lock,Native American,Female,39,Assaulted Officer,1
-93.24723071,45.03253248,115,2008-01-18,20:02:33.000Z,0,BodilyForceType,Joint Lock,Black,Male,34,Tensed,2
-93.24723071,45.03253248,116,2008-01-18,20:02:33.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,34,Tensed,2
-93.24723071,45.03253248,117,2008-01-18,20:02:33.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,34,Tensed,2
-93.24723071,45.03253248,118,2008-01-18,20:02:33.000Z,0,BodilyForceType,Slaps,Black,Male,34,Tensed,2
-93.24723071,45.03253248,119,2008-01-18,20:02:33.000Z,0,BodilyForceType,Knees,Black,Male,34,Tensed,2
-93.27881908,44.9784072,120,2008-01-19,22:04:01.000Z,-1,TaserDeployed,Firing Darts,Black,Male,50,Assaulted Officer,1
-93.28643771,45.01011844,121,2008-01-19,22:53:35.000Z,0,BodilyForceType,Punches,Black,Male,16,Fled on Foot,4
-93.28643771,45.01011844,122,2008-01-19,22:53:35.000Z,0,BodilyForceType,Knees,Black,Male,16,Fled on Foot,4
-93.28643771,45.01011844,123,2008-01-19,22:53:35.000Z,0,BodilyForceType,Punches,Black,Male,16,Fled on Foot,4
-93.28643771,45.01011844,124,2008-01-19,22:53:35.000Z,0,BodilyForceType,Knees,Black,Male,16,Fled on Foot,4
-93.28643771,45.01011844,125,2008-01-19,22:53:35.000Z,0,BodilyForceType,Punches,Black,Male,15,Fled on Foot,4
-93.28643771,45.01011844,126,2008-01-19,22:53:35.000Z,0,BodilyForceType,Knees,Black,Male,15,Fled on Foot,4
-93.27310907,44.97918668,127,2008-01-19,23:47:58.000Z,,BodilyForceType,Joint Lock,White,Male,27,Tensed,1
-93.27310907,44.97918668,128,2008-01-19,23:47:58.000Z,,BodilyForceType,Push Away,White,Male,27,Tensed,1
-93.27310907,44.97918668,129,2008-01-19,23:47:58.000Z,,BodilyForceType,Body Weight to Pin,White,Male,27,Tensed,1
-93.26461766,45.00252848,130,2008-01-20,03:07:25.000Z,-1,BodilyForceType,Body Weight to Pin,White,Male,23,Tensed,2
-93.26461766,45.00252848,131,2008-01-20,03:07:25.000Z,-1,BodilyForceType,Knees,White,Male,23,Tensed,2
-93.26461766,45.00252848,132,2008-01-20,03:07:25.000Z,-1,BodilyForceType,Body Weight to Pin,White,Male,23,Tensed,2
-93.26611248,44.97429494,133,2008-01-20,03:47:57.000Z,0,BodilyForceType,Joint Lock,Black,Male,40,Commission of Crime,1
-93.26611248,44.97429494,134,2008-01-20,03:47:57.000Z,0,BodilyForceType,Push Away,Black,Male,40,Commission of Crime,1
-93.26611248,44.97429494,135,2008-01-20,03:47:57.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,40,Commission of Crime,1
-93.26611248,44.97429494,136,2008-01-20,03:47:57.000Z,0,BodilyForceType,Knees,Black,Male,40,Commission of Crime,1
-93.26611248,44.97429494,137,2008-01-20,03:47:57.000Z,0,ChemIrritant,Personal Mace,Black,Male,40,Commission of Crime,1
-93.26611248,44.97429494,138,2008-01-20,03:47:57.000Z,0,BodilyForceType,LVNR2,Black,Male,40,Commission of Crime,1
-93.26611248,44.97429494,139,2008-01-20,03:47:57.000Z,0,BodilyForceType,Push Away,Black,Male,40,Commission of Crime,1
-93.26611248,44.97429494,140,2008-01-20,03:47:57.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,40,Commission of Crime,1
-93.26611248,44.97429494,141,2008-01-20,03:47:57.000Z,0,BodilyForceType,Knees,Black,Male,40,Commission of Crime,1
-93.26611248,44.97429494,142,2008-01-20,03:47:57.000Z,0,BatonForce,Strikes,Black,Male,40,Commission of Crime,1
-93.28338089,45.0053589,143,2008-01-20,05:40:29.000Z,0,BodilyForceType,Slaps,Native American,Male,23,Tensed,4
-93.28338089,45.0053589,144,2008-01-20,05:40:29.000Z,0,TaserDeployed,Firing Darts,Native American,Male,23,Tensed,4
-93.28338089,45.0053589,145,2008-01-20,05:40:29.000Z,0,BodilyForceType,Joint Lock,Native American,Male,23,Tensed,4
-93.28338089,45.0053589,146,2008-01-20,05:40:29.000Z,0,BodilyForceType,Body Weight to Pin,Native American,Male,23,Tensed,4
-93.28338089,45.0053589,147,2008-01-20,05:40:29.000Z,0,BodilyForceType,Punches,Native American,Male,23,Tensed,4
-93.28338089,45.0053589,148,2008-01-20,05:40:29.000Z,0,BodilyForceType,Body Weight to Pin,Native American,Male,23,Tensed,4
-93.28338089,45.0053589,149,2008-01-20,05:40:29.000Z,0,BodilyForceType,Punches,Native American,Male,23,Tensed,4
-93.28338089,45.0053589,150,2008-01-20,05:40:29.000Z,0,BodilyForceType,Knees,Native American,Male,23,Tensed,4
-93.24608689,44.94043197,151,2008-01-20,18:05:25.000Z,-1,BodilyForceType,Joint Lock,Native American,Female,45,Tensed,3
-93.24608689,44.94043197,152,2008-01-20,18:05:25.000Z,-1,TaserDeployed,Firing Darts,Native American,Female,45,Tensed,3
-93.30195912,44.99059354,153,2008-01-20,22:30:43.000Z,-1,BodilyForceType,Punches,Black,Male,21,Commission of Crime,4
-93.23947859,44.94836879,154,2008-01-22,14:54:56.000Z,0,BodilyForceType,Slaps,Black,Male,37,Verbal Non-Compliance,3
-93.23947859,44.94836879,155,2008-01-22,14:54:56.000Z,0,BodilyForceType,Knees,Black,Male,37,Verbal Non-Compliance,3
-93.29369781,45.01313108,156,2008-01-22,15:56:16.000Z,0,BodilyForceType,Punches,Black,Male,21,Verbal Non-Compliance,4
-93.29568935,44.95464369,157,2008-01-24,23:48:01.000Z,-1,BodilyForceType,Body Weight to Pin,White,Male,35,Tensed,5
-93.30959756,44.98044691,158,2008-01-25,11:58:00.000Z,,BodilyForceType,Joint Lock,Black,Female,20,Commission of Crime,4
-93.30959756,44.98044691,159,2008-01-25,11:58:00.000Z,,BodilyForceType,Joint Lock,Black,Female,17,Commission of Crime,4
-93.30959756,44.98044691,160,2008-01-25,11:58:00.000Z,,BodilyForceType,Push Away,Black,Female,17,Commission of Crime,4
-93.26802926,44.97970183,161,2008-01-25,18:04:32.000Z,0,TaserDeployed,Firing Darts,Black,Male,40,Commission of Crime,1
